subject,state,radar,start_s,end_s,duration_s,rsp_rr_bpm,ecg_hr_bpm,radar_rr_bpm,radar_hr_bpm,rr_abs_error,hr_abs_error,quality,motion_index,primary_bin,ghost_bin
S07_KDM,스쿼트,2,506.1890000000001,566.1890000000001,60.0,21.861410948995356,119.5219123505976,4.98046875,88.80210040571073,16.880942198995356,30.71981194488687,0.04147503946435024,0.08139584729013317,13,57
S07_KDM,스쿼트,3,506.1890000000001,566.1890000000001,60.0,21.861410948995356,119.5219123505976,4.98046875,46.80553526082233,16.880942198995356,72.71637708977528,0.038776644730026934,0.1580978554625211,30,16
S07_KDM,의자 착석,1,566.1890000000001,581.1890000000001,15.0,26.199255433985307,142.85714285714286,6.841881888148666,48.41155413387531,19.35737354583664,94.44558872326755,0.03728451886348864,0.06800638087078315,81,67
S07_KDM,의자 착석,2,566.1890000000001,581.1890000000001,15.0,26.199255433985307,142.85714285714286,7.182749800448756,47.08181447818917,19.01650563353655,95.77532837895369,0.014526915738067653,0.05694872690925795,14,40
S07_KDM,의자 착석,3,566.1890000000001,581.1890000000001,15.0,26.199255433985307,142.85714285714286,6.624441253548199,45.1171875,19.57481418043711,97.73995535714286,0.029996297717802822,0.07909550326486856,53,8
S07_KDM,운동 후 호흡,1,586.1890000000001,636.1890000000001,50.0,21.914336337118705,121.95121951219512,6.001704322875109,45.1171875,15.912632014243595,76.83403201219512,0.023138295364888362,0.03223443199016499,58,27
S07_KDM,운동 후 호흡,2,586.1890000000001,636.1890000000001,50.0,21.914336337118705,121.95121951219512,21.831634706255944,48.37660321325979,0.08270163086276128,73.57461629893533,0.030684836610113946,0.02947640688418858,64,30
S07_KDM,운동 후 호흡,3,586.1890000000001,636.1890000000001,50.0,21.914336337118705,121.95121951219512,5.829613438591147,45.34876784475934,16.08472289852756,76.60245166743579,0.012515095706194915,0.031254719766247926,59,40
S08_MDO,평소 호흡,1,278.17,328.17,50.0,18.438412135675282,84.74576271186442,5.4806689428650435,47.52190524700004,12.957743192810238,37.22385746486437,0.05622807607651127,0.031204141591562175,13,62
S08_MDO,평소 호흡,2,278.17,328.17,50.0,18.438412135675282,84.74576271186442,5.410882900968848,48.236840464338925,13.027529234706435,36.50892224752549,0.07707164805628858,0.031353275359122953,19,23
